encoder,dataset,seed,repeat,query_id,candidate_count,active_cell_count,packing_width,packed_vector_length,d,d_pub,d_priv,offline_key_and_document_prepare_seconds,client_transform_ms,client_pack_ms,client_encrypt_ms,client_serialize_ms,server_query_deserialize_ms,server_plaintext_prepare_ms,server_ct_pt_eval_ms,server_response_serialize_ms,client_result_deserialize_ms,client_decrypt_ms,end_to_end_ms,server_eval_candidates_per_second,end_to_end_candidates_per_second,rss_start_mb,rss_end_mb,rss_sampled_max_mb,rss_sampled_increment_mb,process_peak_wset_before_mb,process_peak_wset_after_mb,score_max_abs_error,score_rmse,score_mean_abs_error,score_p99_abs_error,score_mean_relative_error,score_p99_relative_error,top1_flip,top10_overlap,top10_exact_order,full_rank_position_flip_fraction,kendall_tau,pairwise_order_flip_fraction,ranking_tied_pair_count,query_ciphertext_count,query_ciphertext_bytes,query_ciphertext_bytes_each,response_ciphertext_count,response_ciphertext_bytes,response_ciphertext_bytes_each_min,response_ciphertext_bytes_each_max,plaintext_keying_max_abs_error
multilingual-e5-small,SciFact,11,1,40,64,22,2,576,384,96,288,0.8932113000191748,0.3322,0.037,32.5542,21.2136,12.9657,0.1258,1052.8816,48.0799,34.6696,34.1346,1237.3923,60.78556221326311,51.72167307005224,200.0703125,218.09765625,218.09765625,18.02734375,332.640625,332.640625,1.9023465172851584e-06,1.6473513207955697e-06,1.6437295122334562e-06,1.870552748582388e-06,3.7212318094262155e-05,7.487033994545504e-05,0,1.0,1,0.0,1.0,0.0,0,11,3676453,"[334275, 334036, 333967, 334513, 334106, 334263, 334463, 334123, 334061, 334184, 334462]",64,15063018,235249,235475,9.098048328604058e-09
multilingual-e5-small,SciFact,11,4,40,64,22,2,576,384,96,288,0.8932113000191748,0.3406,0.0349,33.0193,23.5966,14.6509,0.1355,1064.1225,49.5358,35.2894,38.0695,1259.2285,60.14345152931172,50.824770881535805,198.4921875,219.15234375,219.15234375,20.66015625,332.640625,332.640625,2.0124346420610784e-06,1.6740002982995195e-06,1.6694859799030624e-06,1.964144121957764e-06,3.767217460657228e-05,7.62248056911675e-05,0,1.0,1,0.0,1.0,0.0,0,11,3677408,"[334426, 334159, 334236, 334340, 334276, 334436, 334427, 334373, 334318, 334202, 334215]",64,15063534,235269,235458,9.098048328604058e-09
multilingual-e5-small,SciFact,11,0,40,64,22,8,2304,384,96,288,0.8932113000191748,0.3719,0.057,10.3787,7.2003,4.1207,0.1609,1289.7759,48.06,34.2193,34.2812,1429.0871,49.62102331110388,44.7838343793041,198.05859375,217.109375,217.109375,19.05078125,332.640625,332.640625,1.8479711284269396e-06,1.317600641705928e-06,1.293155694987206e-06,1.8264501840828395e-06,2.9628614079009378e-05,6.644915376688934e-05,0,1.0,1,0.0,1.0,0.0,0,3,1003276,"[334349, 334443, 334484]",64,15063036,235279,235460,9.098048328604058e-09
multilingual-e5-small,SciFact,11,4,40,64,22,8,2304,384,96,288,0.8932113000191748,0.3604,0.0529,9.5114,6.5305,4.1068,0.1725,1251.7979,45.4166,34.732,38.5488,1391.6715,51.126463784609314,45.98786423376494,198.95703125,217.2734375,217.2734375,18.31640625,332.640625,332.640625,1.8846258129541493e-06,1.3509612228358703e-06,1.320340051596874e-06,1.816495853944437e-06,3.015872519241346e-05,6.844422432487437e-05,0,1.0,1,0.0,1.0,0.0,0,3,1003284,"[334480, 334413, 334391]",64,15063119,235269,235432,9.098048328604058e-09
multilingual-e5-small,SciFact,11,0,40,64,22,2,576,384,96,288,0.8932113000191748,0.3623,0.0351,35.8361,24.5144,13.4379,0.1359,1028.6573,46.81,25.1408,33.5601,1208.8895,62.21702796451257,52.94114970805851,198.96875,219.96875,219.96875,21.0,332.640625,332.640625,1.925089166736338e-06,1.6407935487432118e-06,1.635518741903701e-06,1.919394717446732e-06,3.719410238360306e-05,7.123841019357847e-05,0,1.0,1,0.0,1.0,0.0,0,11,3677575,"[334246, 334257, 334329, 334336, 334405, 334454, 334503, 334317, 334264, 334087, 334377]",64,15063105,235267,235476,9.098048328604058e-09
multilingual-e5-small,SciFact,11,2,40,64,22,2,576,384,96,288,0.8932113000191748,0.3271,0.0462,32.7181,20.8264,11.6112,0.1207,1044.2419,46.1535,34.8335,37.1317,1228.4071,61.28848114598734,52.09999193264188,198.078125,219.30078125,219.30078125,21.22265625,332.640625,332.640625,1.9955822174871907e-06,1.669995612584869e-06,1.6644408140650629e-06,1.9490895269447247e-06,3.769579282075562e-05,7.423884285548177e-05,0,1.0,1,0.0,1.0,0.0,0,11,3676411,"[334360, 334233, 334322, 334048, 334506, 334416, 334362, 333606, 333986, 334384, 334188]",64,15063130,235273,235445,9.098048328604058e-09
multilingual-e5-small,SciFact,11,2,40,64,22,1,288,384,96,288,0.8932113000191748,0.3893,0.0419,65.8965,43.4759,21.1317,0.076,901.0478,46.866,42.939,37.8297,1160.1158,71.02841824817729,55.16690661397767,198.76171875,221.46484375,221.46484375,22.703125,332.640625,332.640625,7.860779497395609e-07,5.348308310774765e-07,5.279373024259446e-07,7.342726448967411e-07,1.2006675865974806e-05,2.6779061464681857e-05,0,1.0,1,0.0,1.0,0.0,0,22,7355808,"[334522, 334419, 334419, 334379, 334456, 334351, 334445, 334298, 334232, 334098, 334149, 334443, 334124, 334421, 334189, 334324, 334337, 334461, 334268, 334513, 334492, 334468]",64,15063045,235273,235423,9.098048328604058e-09
multilingual-e5-small,SciFact,11,0,40,64,22,1,288,384,96,288,0.8932113000191748,0.3749,0.0606,69.3766,43.0227,23.1368,0.0953,928.8675,48.0955,42.2442,35.707,1191.4027,68.90110806977314,53.718192849487416,198.3125,220.9921875,221.1953125,22.8828125,332.640625,332.640625,8.315833494518254e-07,5.420002621742501e-07,5.34304666175052e-07,7.377631462860548e-07,1.204964694691383e-05,2.367423541709434e-05,0,1.0,1,0.0,1.0,0.0,0,22,7354005,"[334353, 334463, 334405, 334351, 334238, 334134, 334103, 334205, 334291, 334475, 334203, 334031, 334140, 334075, 334336, 334305, 334306, 334382, 334322, 334403, 334538, 333946]",64,15063401,235265,235441,9.098048328604058e-09
multilingual-e5-small,SciFact,11,4,40,64,22,1,288,384,96,288,0.8932113000191748,0.4277,0.047,62.7472,44.1707,27.9908,0.0857,936.8274,48.6394,35.7376,33.4996,1190.6303,68.31567906745683,53.75304156126381,198.0625,222.484375,222.484375,24.421875,332.640625,332.640625,7.434140551140778e-07,5.45038667414389e-07,5.380610689877715e-07,7.380967242022474e-07,1.2173571454959352e-05,2.38738488674297e-05,0,1.0,1,0.0,1.0,0.0,0,22,7354948,"[334168, 334135, 334044, 334435, 334468, 334237, 334390, 334324, 334449, 334322, 334420, 334430, 334428, 334287, 334275, 334421, 334265, 334080, 334315, 334366, 334164, 334525]",64,15062978,235267,235456,9.098048328604058e-09
multilingual-e5-small,SciFact,11,4,40,64,22,4,1152,384,96,288,0.8932113000191748,0.388,0.0337,17.697,11.4071,6.4428,0.1663,1150.5826,47.3019,35.8796,38.2155,1308.5183,55.62399431383719,48.91028272206816,198.2734375,217.0703125,217.0703125,18.796875,332.640625,332.640625,9.545670376781556e-07,5.188452239983693e-07,4.819846437759492e-07,8.83996198011473e-07,1.1167796491411061e-05,3.409784117349567e-05,0,1.0,1,0.0,1.0,0.0,0,6,2005459,"[334409, 334161, 334387, 334387, 334032, 334083]",64,15062687,235236,235462,9.098048328604058e-09
multilingual-e5-small,SciFact,11,2,40,64,22,8,2304,384,96,288,0.8932113000191748,0.45,0.0501,10.2678,7.1447,4.1898,0.1643,1237.7865,44.5246,34.9548,38.7655,1378.716,51.70520117968648,46.42000237902513,200.0546875,217.23046875,217.23046875,17.17578125,332.640625,332.640625,1.8043198777989433e-06,1.364352127729021e-06,1.343913283953079e-06,1.7963251131124235e-06,3.015119240201131e-05,5.496145796493226e-05,0,1.0,1,0.0,1.0,0.0,0,3,1003252,"[334432, 334436, 334384]",64,15062908,235248,235453,9.098048328604058e-09
multilingual-e5-small,SciFact,11,1,40,64,22,4,1152,384,96,288,0.8932113000191748,0.3614,0.0361,19.7692,13.4649,7.0722,0.142,1170.4813,47.9491,29.356,37.5874,1326.6479,54.678361798689146,48.24188844681396,198.7734375,220.1171875,220.1171875,21.34375,332.640625,332.640625,8.505550536178075e-07,5.143987625803377e-07,4.913887856152258e-07,8.228100570844414e-07,1.1255165483025384e-05,3.0352403549918857e-05,0,1.0,1,0.0,1.0,0.0,0,6,2005741,"[334347, 334179, 334314, 334450, 334508, 333943]",64,15063511,235267,235469,9.098048328604058e-09
multilingual-e5-small,SciFact,11,3,40,64,22,4,1152,384,96,288,0.8932113000191748,0.3707,0.0348,19.9847,12.8249,7.2676,0.1842,1104.705,44.9348,20.2964,32.7609,1243.7721,57.934018584146905,51.45637211190057,200.26171875,218.87890625,218.87890625,18.6171875,332.640625,332.640625,9.533289748731022e-07,5.577635286540727e-07,5.201839426500674e-07,9.286032350762362e-07,1.1941909972578024e-05,2.6582395318589686e-05,0,1.0,1,0.0,1.0,0.0,0,6,2006151,"[334438, 334216, 334429, 334380, 334565, 334123]",64,15062600,235241,235487,9.098048328604058e-09
multilingual-e5-small,SciFact,11,3,40,64,22,8,2304,384,96,288,0.8932113000191748,0.3251,0.0505,8.7313,6.2055,4.0493,0.1381,1190.3932,42.6226,19.6635,33.0472,1305.5432,53.763747978399074,49.02174052915292,200.0546875,218.6640625,218.6640625,18.609375,332.640625,332.640625,1.7662542476926113e-06,1.3507144642700712e-06,1.3312711755297628e-06,1.7500457264087165e-06,3.015262975154344e-05,5.631553319128257e-05,0,1.0,1,0.0,1.0,0.0,0,3,1002939,"[334351, 334231, 334357]",64,15063282,235265,235440,9.098048328604058e-09
multilingual-e5-small,SciFact,11,2,40,64,22,4,1152,384,96,288,0.8932113000191748,0.3306,0.0292,17.6271,12.2335,6.1761,0.1148,1081.285,43.8261,28.4958,34.2033,1224.6813,59.188835505902695,52.25849369954453,198.93359375,218.1015625,218.1015625,19.16796875,332.640625,332.640625,8.381170287716233e-07,5.236259885531026e-07,4.901336306374431e-07,8.206594845426573e-07,1.116160635882942e-05,2.6612249605369345e-05,0,1.0,1,0.0,1.0,0.0,0,6,2006034,"[334376, 334342, 334473, 334354, 334193, 334296]",64,15062826,235267,235450,9.098048328604058e-09
multilingual-e5-small,SciFact,11,3,40,128,27,4,1152,384,96,288,1.1604406998958439,0.3688,0.0347,22.891,13.9715,7.863,0.2304,2157.3401,85.6132,67.0306,65.9322,2421.7422,59.33232316962912,52.85451110361788,200.57421875,251.0703125,251.0703125,50.49609375,332.640625,332.640625,1.0635264137762168e-06,5.044394393185535e-07,4.76982047092992e-07,8.309525514065693e-07,1.2509734655987276e-05,3.9838062664340494e-05,0,1.0,1,0.0,1.0,0.0,0,7,2340196,"[334204, 334305, 334162, 334381, 334480, 334369, 334295]",128,30126393,235260,235435,1.7772956745210067e-08
multilingual-e5-small,SciFact,11,2,40,128,27,8,2304,384,96,288,1.1604406998958439,0.3886,0.0578,12.2197,7.8676,4.0462,0.2649,2403.0048,91.3992,63.4495,66.6208,2649.7631,53.26664349567674,48.3062051849088,216.06640625,251.02734375,251.02734375,34.9609375,332.640625,332.640625,2.0091442661795966e-06,1.3777440629778556e-06,1.3520849388685437e-06,1.9768331347778947e-06,3.563244344624137e-05,9.977955289629318e-05,0,1.0,1,0.0,1.0,0.0,0,4,1337462,"[334219, 334375, 334431, 334437]",128,30126460,235266,235469,1.7772956745210067e-08
multilingual-e5-small,SciFact,11,3,40,128,27,1,288,384,96,288,1.1604406998958439,0.3959,0.0647,77.5747,51.7777,18.7198,0.1529,1733.4675,86.8953,62.7013,66.9168,2099.1376,73.8404383122268,60.97742234715818,218.0078125,258.62890625,258.62890625,40.62109375,332.640625,332.640625,7.552008733924254e-07,5.429997163216137e-07,5.342481888821575e-07,7.25494608542765e-07,1.4188626308268405e-05,3.356496762020113e-05,0,1.0,1,0.0,1.0,0.0,0,27,9025107,"[334139, 334357, 334234, 334233, 334481, 334469, 333424, 334037, 334446, 334452, 334424, 334266, 334463, 333947, 334482, 333799, 334444, 334334, 334440, 334441, 334381, 334356, 334324, 334345, 333964, 333994, 334431]",128,30126415,235247,235474,1.7772956745210067e-08
